"ClientId";"DataExtracao";"Score_Credito";"Estado";"Gênero";"Idade";"Tempo_Cliente";"Limite_Credito_Mercado";"Qte_Categorias";"Usa_Cartao_Credito";"Programa_Fidelidade";"Sum_Pedidos_Acumulados";"DataUltimaTransacao";"Churn"
"348.761";"2019-06-30";"659";"São Paulo";"Feminino";"49";"1";"0";"1";"1";"0";"484,3738333333";"2019-08-07";"1"
"348.762";"2019-06-30";"690";"São Paulo";"Feminino";"26";"3";"1.180,9787";"1";"1";"0";"255,2409583333";"2019-10-15";"0"
"348.763";"2019-06-30";"697";"Minas Gerais";"Masculino";"29";"0";"1.726,9354";"1";"0";"0";"590,8290833333";"2019-10-05";"0"
"348.764";"2019-06-30";"610";"São Paulo";"Masculino";"36";"4";"1.294,403";"2";"1";"0";"427,6597916667";"2019-10-06";"0"
"348.765";"2019-06-30";"599";"Rio de Janeiro";"Masculino";"36";"4";"0";"2";"0";"0";"55,044";"2019-10-23";"0"
"348.766";"2019-06-30";"544";"São Paulo";"Masculino";"23";"1";"964,712";"1";"1";"0";"148,1290416667";"2019-10-15";"0"
"348.767";"2019-06-30";"548";"São Paulo";"Feminino";"46";"1";"0";"1";"1";"1";"435,28775";"2019-09-29";"1"
"348.768";"2019-06-30";"635";"Rio de Janeiro";"Masculino";"24";"4";"1.401,9718";"1";"1";"1";"595,5659583333";"2019-10-28";"0"
"348.769";"2019-06-30";"722";"São Paulo";"Masculino";"20";"6";"0";"2";"1";"0";"814,5261666667";"2019-10-04";"0"
"348.770";"2019-06-30";"564";"São Paulo";"Feminino";"33";"4";"1.359,4626";"1";"1";"0";"263,2083333333";"2019-10-29";"0"
"348.771";"2019-06-30";"719";"São Paulo";"Masculino";"69";"3";"0";"2";"1";"1";"243,00025";"2019-10-04";"0"
"348.772";"2019-06-30";"547";"Minas Gerais";"Masculino";"50";"3";"812,9002";"3";"0";"1";"740,612625";"2019-07-28";"1"
"348.773";"2019-06-30";"850";"São Paulo";"Feminino";"42";"8";"0";"1";"1";"0";"81,8026666667";"2019-09-29";"1"
"348.774";"2019-06-30";"515";"Minas Gerais";"Masculino";"60";"9";"1.137,1536";"1";"1";"0";"76,7676666667";"2019-09-19";"1"
"348.775";"2019-06-30";"667";"Rio de Janeiro";"Masculino";"56";"2";"1.688,8308";"1";"0";"1";"78,74075";"2019-10-13";"0"
"348.776";"2019-06-30";"607";"Minas Gerais";"Masculino";"36";"8";"1.434,2174";"1";"1";"0";"407,82925";"2019-10-19";"0"
"348.777";"2019-06-30";"525";"São Paulo";"Masculino";"26";"7";"1.536,4439";"1";"1";"1";"263,3245";"2019-10-09";"0"
"348.778";"2019-06-30";"606";"Rio de Janeiro";"Feminino";"53";"1";"1.093,3006";"1";"1";"1";"316,083375";"2019-10-17";"0"
"348.779";"2019-06-30";"686";"Minas Gerais";"Feminino";"27";"1";"1.150,9588";"2";"0";"0";"327,5935833333";"2019-10-28";"0"
"348.780";"2019-06-30";"611";"São Paulo";"Masculino";"35";"10";"0";"1";"1";"1";"98,3259583333";"2019-08-27";"1"
"348.781";"2019-06-30";"827";"Rio de Janeiro";"Masculino";"46";"1";"1.832,7632";"1";"1";"1";"56,0844583333";"2019-10-24";"0"
"348.782";"2019-06-30";"572";"São Paulo";"Masculino";"33";"9";"681,9372";"1";"1";"0";"83,3262916667";"2019-10-17";"0"
"348.783";"2019-06-30";"726";"São Paulo";"Feminino";"32";"8";"0";"2";"0";"0";"771,1484583333";"2019-10-22";"0"
"348.784";"2019-06-30";"579";"Minas Gerais";"Masculino";"31";"6";"1.397,2954";"1";"0";"1";"565,8974166667";"2019-10-03";"0"
"348.785";"2019-06-30";"598";"Rio de Janeiro";"Feminino";"56";"4";"983,6533";"1";"1";"1";"184,3805416667";"2019-10-15";"0"
"348.786";"2019-06-30";"663";"São Paulo";"Masculino";"36";"10";"0";"2";"1";"0";"568,123125";"2019-10-28";"0"
"348.787";"2019-06-30";"505";"Minas Gerais";"Feminino";"37";"10";"1.224,5397";"2";"1";"1";"219,5582916667";"2019-10-01";"0"
"348.788";"2019-06-30";"576";"Minas Gerais";"Masculino";"30";"7";"1.321,7441";"2";"0";"0";"390,6959583333";"2019-10-24";"0"
"348.789";"2019-06-30";"555";"Rio de Janeiro";"Feminino";"24";"2";"0";"2";"0";"1";"824,4439583333";"2019-10-25";"0"
"348.790";"2019-06-30";"524";"São Paulo";"Masculino";"30";"1";"0";"2";"1";"0";"528,386875";"2019-10-05";"0"
"348.791";"2019-06-30";"776";"Rio de Janeiro";"Masculino";"39";"2";"1.043,4945";"1";"0";"0";"331,2627083333";"2019-10-16";"0"
"348.792";"2019-06-30";"645";"Minas Gerais";"Feminino";"41";"2";"1.388,8104";"1";"1";"0";"541,4022083333";"2019-08-21";"1"
"348.793";"2019-06-30";"850";"Minas Gerais";"Feminino";"32";"0";"1.169,6891";"1";"0";"0";"729,5609166667";"2019-10-26";"0"
"348.794";"2019-06-30";"603";"Minas Gerais";"Masculino";"35";"1";"1.053,4603";"2";"1";"1";"543,2479166667";"2019-10-12";"0"
"348.795";"2019-06-30";"691";"São Paulo";"Masculino";"26";"9";"1.366,2319";"1";"1";"0";"638,45";"2019-10-11";"0"
"348.796";"2019-06-30";"583";"São Paulo";"Feminino";"29";"10";"0";"2";"1";"1";"463,6910416667";"2019-10-18";"0"
"348.797";"2019-06-30";"584";"São Paulo";"Feminino";"66";"5";"0";"1";"1";"0";"206,4724166667";"2019-09-12";"1"
"348.798";"2019-06-30";"679";"São Paulo";"Feminino";"33";"6";"0";"2";"1";"1";"408,399375";"2019-10-09";"0"
"348.799";"2019-06-30";"646";"São Paulo";"Masculino";"36";"6";"1.244,4552";"1";"1";"0";"368,6721666667";"2019-10-14";"0"
"348.800";"2019-06-30";"559";"São Paulo";"Feminino";"34";"5";"689,9966";"2";"1";"1";"278,663625";"2019-10-15";"0"
"348.801";"2019-06-30";"595";"Rio de Janeiro";"Masculino";"36";"6";"857,6842";"1";"1";"1";"103,344875";"2019-10-08";"0"
"348.802";"2019-06-30";"527";"São Paulo";"Masculino";"47";"1";"0";"1";"1";"0";"88,8006666667";"2019-07-30";"1"
"348.803";"2019-06-30";"684";"Rio de Janeiro";"Masculino";"34";"9";"1.006,28";"2";"1";"1";"792,76575";"2019-10-25";"0"
"348.804";"2019-06-30";"673";"Rio de Janeiro";"Feminino";"32";"0";"0";"1";"1";"1";"303,638875";"2019-10-13";"0"
"348.805";"2019-06-30";"802";"Rio de Janeiro";"Masculino";"38";"7";"0";"2";"0";"1";"240,6860416667";"2019-10-25";"0"
"348.806";"2019-06-30";"675";"São Paulo";"Masculino";"54";"6";"0";"1";"1";"0";"459,4743333333";"2019-07-26";"1"
"348.807";"2019-06-30";"762";"Rio de Janeiro";"Feminino";"19";"6";"0";"2";"1";"0";"231,2507083333";"2019-10-24";"0"
"348.808";"2019-06-30";"580";"São Paulo";"Masculino";"50";"0";"1.256,4736";"1";"1";"0";"239,7545";"2019-08-05";"1"
"348.809";"2019-06-30";"621";"Minas Gerais";"Feminino";"31";"8";"1.003,7539";"1";"1";"1";"376,6010833333";"2019-10-06";"0"
"348.810";"2019-06-30";"411";"São Paulo";"Feminino";"36";"10";"0";"1";"0";"0";"502,893125";"2019-10-19";"0"
"348.811";"2019-06-30";"815";"São Paulo";"Masculino";"24";"7";"1.719,2272";"1";"0";"1";"741,7873333333";"2019-10-12";"0"
"348.812";"2019-06-30";"631";"Minas Gerais";"Feminino";"32";"2";"1.468,1099";"2";"1";"1";"754,1262083333";"2019-10-22";"0"
"348.813";"2019-06-30";"514";"Minas Gerais";"Feminino";"45";"3";"1.090,3223";"1";"0";"1";"647,5300416667";"2019-09-27";"1"
"348.814";"2019-06-30";"638";"São Paulo";"Masculino";"57";"6";"0";"1";"1";"0";"140,3186666667";"2019-07-20";"1"
"348.815";"2019-06-30";"791";"Rio de Janeiro";"Masculino";"25";"7";"0";"1";"1";"0";"373,6095";"2019-10-12";"0"
"348.816";"2019-06-30";"516";"São Paulo";"Masculino";"35";"5";"1.286,5359";"1";"1";"0";"531,49275";"2019-10-12";"0"
"348.817";"2019-06-30";"734";"São Paulo";"Masculino";"37";"3";"803,8781";"1";"0";"1";"321,96925";"2019-10-24";"0"
"348.818";"2019-06-30";"611";"São Paulo";"Masculino";"58";"8";"0";"2";"0";"1";"448,607";"2019-07-28";"1"
"348.819";"2019-06-30";"850";"Minas Gerais";"Masculino";"43";"0";"1.085,0882";"3";"1";"0";"766,8533333333";"2019-07-20";"1"
"348.820";"2019-06-30";"641";"São Paulo";"Masculino";"31";"10";"1.559,7817";"1";"1";"0";"381,294625";"2019-10-02";"0"
"348.821";"2019-06-30";"585";"São Paulo";"Feminino";"38";"5";"0";"1";"1";"1";"364,0148333333";"2019-10-18";"0"
"348.822";"2019-06-30";"552";"Minas Gerais";"Masculino";"50";"4";"1.211,7556";"1";"1";"0";"489,6044583333";"2019-09-16";"1"
"348.823";"2019-06-30";"507";"São Paulo";"Feminino";"29";"4";"893,4947";"2";"0";"0";"752,6111666667";"2019-10-19";"0"
"348.824";"2019-06-30";"735";"Rio de Janeiro";"Masculino";"38";"7";"861,3171";"2";"0";"0";"389,4956666667";"2019-10-06";"0"
"348.825";"2019-06-30";"707";"São Paulo";"Feminino";"58";"3";"1.023,4686";"1";"1";"1";"477,8026666667";"2019-10-04";"0"
"348.826";"2019-06-30";"698";"Minas Gerais";"Feminino";"36";"7";"1.212,6362";"1";"1";"1";"55,7828333333";"2019-10-01";"0"
"348.827";"2019-06-30";"841";"São Paulo";"Masculino";"31";"2";"0";"2";"1";"0";"721,8355";"2019-10-30";"0"
"348.828";"2019-06-30";"688";"Rio de Janeiro";"Feminino";"33";"2";"0";"1";"0";"0";"114,8215833333";"2019-08-04";"1"
"348.829";"2019-06-30";"614";"São Paulo";"Masculino";"51";"3";"0";"2";"1";"1";"23,134875";"2019-10-10";"0"
"348.830";"2019-06-30";"511";"Minas Gerais";"Masculino";"48";"6";"1.497,2608";"1";"0";"0";"367,9494583333";"2019-08-03";"1"
"348.831";"2019-06-30";"447";"São Paulo";"Masculino";"43";"2";"0";"2";"1";"0";"141,1635833333";"2019-09-04";"1"
"348.832";"2019-06-30";"738";"São Paulo";"Masculino";"35";"5";"1.612,7405";"2";"1";"0";"755,9577916667";"2019-10-10";"0"
"348.833";"2019-06-30";"422";"São Paulo";"Feminino";"33";"2";"0";"2";"1";"0";"427,7304583333";"2019-10-26";"0"
"348.834";"2019-06-30";"537";"Rio de Janeiro";"Masculino";"30";"1";"1.031,3817";"1";"1";"1";"402,31425";"2019-10-14";"0"
"348.835";"2019-06-30";"707";"Minas Gerais";"Feminino";"40";"3";"1.096,2844";"1";"1";"0";"789,025125";"2019-10-20";"0"
"348.836";"2019-06-30";"690";"São Paulo";"Masculino";"54";"5";"0";"1";"1";"0";"53,5317083333";"2019-07-28";"1"
"348.837";"2019-06-30";"664";"Minas Gerais";"Masculino";"33";"7";"972,8616";"2";"1";"0";"597,638875";"2019-10-09";"0"
"348.838";"2019-06-30";"850";"São Paulo";"Feminino";"33";"7";"1.180,0426";"1";"1";"0";"766,59925";"2019-10-17";"0"
"348.839";"2019-06-30";"584";"Rio de Janeiro";"Masculino";"32";"9";"855,3483";"1";"0";"0";"704,7385";"2019-10-14";"0"
"348.840";"2019-06-30";"728";"São Paulo";"Feminino";"59";"4";"0";"1";"1";"1";"680,6910416667";"2019-08-18";"1"
"348.841";"2019-06-30";"560";"Rio de Janeiro";"Feminino";"43";"4";"951,4044";"2";"1";"0";"513,256";"2019-09-11";"1"
"348.842";"2019-06-30";"629";"São Paulo";"Feminino";"31";"6";"0";"1";"1";"1";"68,5316666667";"2019-07-29";"1"
"348.843";"2019-06-30";"658";"São Paulo";"Masculino";"25";"3";"0";"2";"0";"1";"724,785";"2019-10-03";"0"
"348.844";"2019-06-30";"794";"Minas Gerais";"Feminino";"54";"1";"759,0084";"1";"1";"1";"800,6444166667";"2019-10-06";"0"
"348.845";"2019-06-30";"790";"São Paulo";"Feminino";"41";"2";"1.266,1927";"1";"1";"0";"825,9349166667";"2019-10-21";"0"
"348.846";"2019-06-30";"640";"São Paulo";"Masculino";"44";"7";"1.118,3347";"1";"1";"0";"280,0114166667";"2019-10-12";"0"
"348.847";"2019-06-30";"652";"Rio de Janeiro";"Masculino";"37";"7";"0";"2";"1";"0";"286,6247083333";"2019-10-25";"0"
"348.848";"2019-06-30";"583";"São Paulo";"Feminino";"57";"3";"2.383,8756";"1";"0";"1";"616,5207916667";"2019-07-21";"1"
"348.849";"2019-06-30";"775";"São Paulo";"Feminino";"32";"2";"1.086,9896";"2";"1";"1";"671,123875";"2019-10-26";"0"
"348.850";"2019-06-30";"584";"São Paulo";"Feminino";"39";"2";"1.126,8769";"1";"1";"1";"532,2900416667";"2019-10-06";"0"
"348.851";"2019-06-30";"635";"Minas Gerais";"Feminino";"48";"4";"815,5689";"2";"1";"0";"799,6432083333";"2019-10-07";"0"
"348.852";"2019-06-30";"814";"São Paulo";"Masculino";"48";"9";"1.365,9685";"1";"1";"1";"774,1329166667";"2019-10-08";"0"
"348.853";"2019-06-30";"735";"Minas Gerais";"Feminino";"43";"9";"988,0745";"1";"0";"0";"769,0418333333";"2019-08-21";"1"
"348.854";"2019-06-30";"678";"São Paulo";"Feminino";"31";"1";"0";"2";"0";"1";"543,5277083333";"2019-10-08";"0"
"348.855";"2019-06-30";"693";"São Paulo";"Masculino";"37";"1";"0";"2";"1";"1";"345,2814583333";"2019-10-07";"0"
"348.856";"2019-06-30";"640";"São Paulo";"Feminino";"30";"6";"1.074,997";"1";"1";"1";"781,8009166667";"2019-10-01";"0"
"348.857";"2019-06-30";"773";"Rio de Janeiro";"Feminino";"23";"8";"0";"2";"1";"0";"236,499125";"2019-10-20";"0"
"348.858";"2019-06-30";"736";"São Paulo";"Feminino";"30";"9";"0";"2";"1";"0";"142,4180416667";"2019-10-26";"0"
"348.859";"2019-06-30";"693";"São Paulo";"Feminino";"28";"8";"0";"2";"1";"1";"660,6052083333";"2019-10-04";"0"
"348.860";"2019-06-30";"496";"São Paulo";"Feminino";"41";"1";"1.760,2405";"2";"1";"0";"759,7415833333";"2019-10-22";"0"
"348.861";"2019-06-30";"751";"São Paulo";"Feminino";"39";"3";"0";"2";"1";"1";"350,7305833333";"2019-10-29";"0"
"348.862";"2019-06-30";"528";"Minas Gerais";"Masculino";"39";"0";"1.276,3162";"1";"0";"1";"92,4908333333";"2019-08-31";"1"
"348.863";"2019-06-30";"754";"Rio de Janeiro";"Feminino";"19";"9";"0";"1";"1";"0";"790,1712916667";"2019-10-30";"0"
"348.864";"2019-06-30";"568";"Minas Gerais";"Feminino";"26";"10";"1.098,1916";"2";"1";"0";"643,714125";"2019-10-24";"0"
"348.865";"2019-06-30";"592";"Rio de Janeiro";"Feminino";"41";"2";"1.387,3494";"1";"1";"0";"375,0864166667";"2019-10-14";"0"
"348.866";"2019-06-30";"558";"Minas Gerais";"Masculino";"25";"10";"1.113,631";"2";"1";"0";"821,9347916667";"2019-10-12";"0"
"348.867";"2019-06-30";"825";"São Paulo";"Masculino";"34";"9";"0";"2";"1";"1";"133,0544166667";"2019-10-01";"0"
"348.868";"2019-06-30";"677";"Minas Gerais";"Masculino";"28";"0";"1.439,88";"2";"1";"0";"36,4820416667";"2019-09-25";"1"
"348.869";"2019-06-30";"653";"São Paulo";"Masculino";"34";"5";"1.188,3875";"1";"1";"1";"220,083875";"2019-10-14";"0"
"348.870";"2019-06-30";"593";"Rio de Janeiro";"Masculino";"35";"4";"1.616,3775";"1";"1";"1";"83,3685833333";"2019-10-23";"0"
"348.871";"2019-06-30";"632";"São Paulo";"Feminino";"44";"3";"1.337,9389";"1";"1";"1";"144,1964166667";"2019-09-29";"1"
"348.872";"2019-06-30";"601";"Minas Gerais";"Masculino";"35";"8";"715,5383";"1";"1";"0";"739,101875";"2019-10-03";"0"
"348.873";"2019-06-30";"786";"São Paulo";"Feminino";"62";"8";"0";"1";"1";"1";"690,4276666667";"2019-10-09";"0"
"348.874";"2019-06-30";"654";"São Paulo";"Feminino";"40";"3";"0";"2";"1";"0";"699,5379166667";"2019-10-19";"0"
"348.875";"2019-06-30";"572";"São Paulo";"Feminino";"38";"7";"0";"2";"1";"1";"554,6775833333";"2019-10-30";"0"
"348.876";"2019-06-30";"813";"São Paulo";"Feminino";"62";"10";"646,6795";"2";"0";"1";"585,2255833333";"2019-10-24";"0"
"348.877";"2019-06-30";"523";"São Paulo";"Feminino";"28";"2";"1.211,6411";"1";"1";"1";"249,7450416667";"2019-10-05";"0"
"348.878";"2019-06-30";"506";"Rio de Janeiro";"Masculino";"50";"3";"0";"2";"1";"0";"50,0699583333";"2019-10-11";"0"
"348.879";"2019-06-30";"513";"Rio de Janeiro";"Masculino";"72";"3";"989,0306";"1";"1";"1";"338,5468333333";"2019-10-29";"0"
"348.880";"2019-06-30";"664";"São Paulo";"Feminino";"31";"7";"1.041,5884";"1";"1";"0";"559,0410416667";"2019-10-14";"0"
"348.881";"2019-06-30";"684";"São Paulo";"Masculino";"54";"6";"0";"2";"1";"1";"395,3691666667";"2019-10-13";"0"
"348.882";"2019-06-30";"608";"Rio de Janeiro";"Feminino";"63";"3";"1.395,2993";"2";"1";"1";"732,0673333333";"2019-08-06";"1"
"348.883";"2019-06-30";"527";"São Paulo";"Feminino";"25";"6";"0";"2";"0";"1";"403,16075";"2019-10-27";"0"
"348.884";"2019-06-30";"666";"São Paulo";"Masculino";"53";"5";"646,467";"1";"1";"0";"533,4145";"2019-07-31";"1"
"348.885";"2019-06-30";"779";"São Paulo";"Masculino";"71";"3";"0";"2";"1";"1";"612,064";"2019-08-02";"1"
"348.886";"2019-06-30";"629";"São Paulo";"Feminino";"40";"6";"0";"2";"1";"1";"580,65125";"2019-10-24";"0"
"348.887";"2019-06-30";"430";"São Paulo";"Masculino";"35";"1";"1.188,9422";"1";"0";"0";"12,1817083333";"2019-10-24";"0"
"348.888";"2019-06-30";"712";"São Paulo";"Masculino";"24";"2";"0";"1";"0";"1";"505,1354583333";"2019-10-18";"0"
"348.889";"2019-06-30";"682";"São Paulo";"Masculino";"30";"9";"0";"2";"1";"1";"8,5559166667";"2019-10-10";"0"
"348.890";"2019-06-30";"634";"São Paulo";"Feminino";"41";"8";"682,1399";"1";"1";"1";"26,5935833333";"2019-10-11";"0"
"348.891";"2019-06-30";"487";"Rio de Janeiro";"Feminino";"31";"1";"0";"2";"1";"0";"661,458875";"2019-10-29";"0"
"348.892";"2019-06-30";"808";"Rio de Janeiro";"Masculino";"47";"8";"1.391,96";"1";"0";"1";"308,4515";"2019-10-05";"0"
"348.893";"2019-06-30";"527";"São Paulo";"Feminino";"32";"7";"0";"2";"1";"1";"183,7489583333";"2019-10-03";"0"
"348.894";"2019-06-30";"637";"Minas Gerais";"Masculino";"50";"4";"1.263,4555";"1";"0";"1";"72,1791666667";"2019-08-19";"1"
"348.895";"2019-06-30";"802";"Rio de Janeiro";"Masculino";"40";"5";"0";"2";"1";"1";"729,3487083333";"2019-10-15";"0"
"348.896";"2019-06-30";"529";"São Paulo";"Feminino";"38";"2";"0";"1";"1";"0";"609,9535416667";"2019-07-27";"1"
"348.897";"2019-06-30";"850";"São Paulo";"Feminino";"43";"3";"0";"2";"0";"0";"10,2741666667";"2019-10-26";"0"
"348.898";"2019-06-30";"738";"São Paulo";"Masculino";"18";"4";"0";"2";"1";"1";"199,163125";"2019-10-05";"0"
"348.899";"2019-06-30";"817";"São Paulo";"Masculino";"34";"5";"1.292,7843";"1";"0";"0";"689,8451666667";"2019-10-24";"0"
"348.900";"2019-06-30";"735";"São Paulo";"Masculino";"31";"3";"1.195,5835";"1";"0";"0";"303,8653333333";"2019-10-19";"0"
"348.901";"2019-06-30";"619";"Minas Gerais";"Feminino";"41";"5";"924,6758";"1";"1";"0";"159,4602916667";"2019-10-29";"0"
"348.902";"2019-06-30";"671";"São Paulo";"Masculino";"27";"5";"0";"2";"0";"0";"503,721125";"2019-10-02";"0"
"348.903";"2019-06-30";"581";"Rio de Janeiro";"Feminino";"31";"6";"0";"2";"1";"0";"784,9050416667";"2019-10-15";"0"
"348.904";"2019-06-30";"690";"Rio de Janeiro";"Masculino";"36";"10";"0";"2";"1";"0";"232,928875";"2019-10-06";"0"
"348.905";"2019-06-30";"579";"Rio de Janeiro";"Masculino";"56";"4";"993,4083";"1";"0";"0";"18,8489166667";"2019-09-05";"1"
"348.906";"2019-06-30";"688";"Rio de Janeiro";"Feminino";"24";"3";"0";"2";"1";"1";"425,8131666667";"2019-10-03";"0"
"348.907";"2019-06-30";"599";"Rio de Janeiro";"Feminino";"28";"4";"1.268,3379";"2";"1";"0";"253,512875";"2019-09-17";"1"
"348.908";"2019-06-30";"729";"Minas Gerais";"Masculino";"29";"5";"1.096,7652";"1";"1";"1";"106,4519583333";"2019-10-26";"0"
"348.909";"2019-06-30";"718";"São Paulo";"Feminino";"29";"3";"0";"1";"0";"1";"560,2595416667";"2019-10-13";"0"
"348.910";"2019-06-30";"712";"Minas Gerais";"Masculino";"53";"6";"1.347,2999";"2";"1";"1";"552,9276666667";"2019-10-12";"0"
"348.911";"2019-06-30";"474";"São Paulo";"Masculino";"37";"3";"984,3137";"1";"0";"0";"315,4101666667";"2019-10-30";"0"
"348.912";"2019-06-30";"565";"Minas Gerais";"Masculino";"33";"8";"1.303,6831";"2";"1";"0";"440,1767916667";"2019-10-04";"0"
"348.913";"2019-06-30";"658";"São Paulo";"Feminino";"31";"7";"1.239,7496";"1";"1";"0";"425,640625";"2019-10-11";"0"
"348.914";"2019-06-30";"714";"São Paulo";"Masculino";"63";"4";"1.380,8216";"1";"0";"1";"694,48975";"2019-10-13";"0"
"348.915";"2019-06-30";"725";"São Paulo";"Masculino";"45";"1";"1.298,5532";"1";"0";"0";"100,9110416667";"2019-10-25";"0"
"348.916";"2019-06-30";"825";"São Paulo";"Masculino";"40";"6";"1.323,0822";"1";"0";"0";"488,0104166667";"2019-10-03";"0"
"348.917";"2019-06-30";"665";"Minas Gerais";"Feminino";"45";"5";"1.554,4765";"2";"1";"0";"216,133125";"2019-09-24";"1"
"348.918";"2019-06-30";"670";"Rio de Janeiro";"Masculino";"35";"2";"1.242,6864";"2";"0";"1";"351,337625";"2019-10-29";"0"
"348.919";"2019-06-30";"474";"Minas Gerais";"Feminino";"34";"9";"1.763,1136";"1";"1";"0";"667,5552916667";"2019-10-10";"0"
"348.920";"2019-06-30";"591";"São Paulo";"Masculino";"40";"2";"998,8642";"2";"1";"1";"369,5632916667";"2019-10-22";"0"
"348.921";"2019-06-30";"508";"São Paulo";"Feminino";"31";"7";"0";"2";"1";"1";"25,513125";"2019-10-08";"0"
"348.922";"2019-06-30";"695";"São Paulo";"Feminino";"36";"2";"0";"2";"0";"1";"698,9564166667";"2019-10-17";"0"
"348.923";"2019-06-30";"660";"Minas Gerais";"Masculino";"24";"5";"850,893";"1";"1";"1";"298,4916666667";"2019-10-04";"0"
"348.924";"2019-06-30";"687";"Minas Gerais";"Masculino";"41";"10";"1.343,1821";"2";"1";"1";"825,2688333333";"2019-10-17";"0"
"348.925";"2019-06-30";"658";"Minas Gerais";"Masculino";"29";"5";"753,9553";"2";"0";"1";"228,8121666667";"2019-10-13";"0"
"348.926";"2019-06-30";"705";"Minas Gerais";"Feminino";"33";"5";"1.167,657";"1";"0";"0";"794,4132083333";"2019-07-13";"1"
"348.927";"2019-06-30";"739";"Rio de Janeiro";"Masculino";"60";"4";"0";"1";"1";"1";"215,1569583333";"2019-10-03";"0"
"348.928";"2019-06-30";"844";"São Paulo";"Masculino";"38";"7";"1.115,0166";"1";"1";"1";"497,2224166667";"2019-10-14";"0"
"348.929";"2019-06-30";"602";"Minas Gerais";"Feminino";"48";"7";"765,9508";"2";"0";"0";"529,5630833333";"2019-10-27";"0"
"348.930";"2019-06-30";"759";"São Paulo";"Feminino";"33";"9";"1.605,4136";"2";"0";"0";"389,75475";"2019-10-30";"0"
"348.931";"2019-06-30";"747";"Minas Gerais";"Masculino";"38";"2";"1.297,286";"1";"1";"0";"372,03975";"2019-10-05";"0"
"348.932";"2019-06-30";"673";"São Paulo";"Masculino";"47";"1";"0";"2";"0";"0";"453,1756666667";"2019-10-17";"0"
"348.933";"2019-06-30";"671";"Rio de Janeiro";"Feminino";"34";"5";"1.309,2902";"4";"1";"1";"117,659375";"2019-09-03";"1"
"348.934";"2019-06-30";"640";"Minas Gerais";"Feminino";"74";"2";"1.168,0025";"1";"1";"1";"142,210125";"2019-10-21";"0"
"348.935";"2019-06-30";"581";"Minas Gerais";"Masculino";"40";"0";"1.010,1653";"1";"0";"1";"33,0264583333";"2019-07-17";"1"
"348.936";"2019-06-30";"630";"São Paulo";"Masculino";"67";"5";"0";"2";"1";"1";"113,876125";"2019-10-04";"0"
"348.937";"2019-06-30";"703";"São Paulo";"Feminino";"33";"8";"1.905,6665";"1";"1";"1";"333,3214166667";"2019-10-25";"0"
"348.938";"2019-06-30";"698";"Rio de Janeiro";"Feminino";"47";"6";"0";"1";"1";"0";"209,2242083333";"2019-07-12";"1"
"348.939";"2019-06-30";"742";"Minas Gerais";"Feminino";"43";"6";"970,6769";"1";"0";"1";"253,8334583333";"2019-07-23";"1"
"348.940";"2019-06-30";"652";"São Paulo";"Feminino";"37";"4";"922,0854";"1";"0";"1";"823,7491666667";"2019-08-23";"1"
"348.941";"2019-06-30";"644";"São Paulo";"Masculino";"37";"2";"1.863,4797";"2";"1";"0";"386,7072083333";"2019-10-18";"0"
"348.942";"2019-06-30";"735";"Rio de Janeiro";"Masculino";"55";"2";"1.031,7662";"1";"0";"1";"681,3173333333";"2019-10-19";"0"
"348.943";"2019-06-30";"777";"São Paulo";"Feminino";"58";"4";"0";"1";"1";"1";"260,2044583333";"2019-08-05";"1"
"348.944";"2019-06-30";"644";"Minas Gerais";"Feminino";"40";"4";"772,7008";"2";"1";"1";"482,5004166667";"2019-09-22";"1"
"348.945";"2019-06-30";"665";"Minas Gerais";"Feminino";"37";"3";"1.119,1163";"1";"1";"1";"459,832";"2019-07-16";"1"
"348.946";"2019-06-30";"529";"Minas Gerais";"Masculino";"72";"5";"942,1605";"1";"1";"1";"327,8986666667";"2019-10-03";"0"
"348.947";"2019-06-30";"803";"Rio de Janeiro";"Feminino";"45";"7";"0";"2";"1";"1";"534,9085";"2019-10-02";"0"
"348.948";"2019-06-30";"604";"Rio de Janeiro";"Feminino";"26";"3";"0";"2";"1";"0";"646,86925";"2019-10-20";"0"
"348.949";"2019-06-30";"738";"São Paulo";"Masculino";"49";"6";"1.067,7082";"1";"1";"0";"514,5802916667";"2019-10-20";"0"
"348.950";"2019-06-30";"655";"Minas Gerais";"Feminino";"72";"5";"1.380,8997";"2";"1";"1";"416,3350416667";"2019-10-22";"0"
"348.951";"2019-06-30";"698";"Minas Gerais";"Masculino";"39";"9";"1.331,9119";"2";"0";"1";"222,0395416667";"2019-10-25";"0"
"348.952";"2019-06-30";"775";"São Paulo";"Feminino";"66";"9";"0";"2";"1";"1";"281,75975";"2019-10-23";"0"
"348.953";"2019-06-30";"735";"São Paulo";"Masculino";"41";"7";"741,3585";"1";"1";"1";"49,09625";"2019-09-10";"1"
"348.954";"2019-06-30";"766";"Rio de Janeiro";"Masculino";"41";"6";"992,0846";"2";"1";"0";"260,0099166667";"2019-10-16";"0"
"348.955";"2019-06-30";"537";"Minas Gerais";"Masculino";"84";"8";"922,4234";"1";"1";"1";"775,98325";"2019-10-26";"0"
"348.956";"2019-06-30";"599";"Minas Gerais";"Masculino";"25";"7";"1.083,8072";"1";"1";"1";"329,1914583333";"2019-10-03";"0"
